input	engine	exit	wall_s	cpu_s	maxrss_kb	status
sia_csmith_010.c	lean	0	0.08	0.07	82364	MATCH
sia_csmith_011.c	oracle	0	0.04	0.04	49040	MATCH
sia_csmith_011.c	lean	0	0.06	0.06	83220	MATCH
sia_csmith_012.c	oracle	0	0.04	0.04	48340	MATCH
sia_csmith_012.c	lean	0	0.07	0.06	82036	MATCH
sia_csmith_013.c	oracle	0	0.04	0.04	48396	MATCH
sia_csmith_013.c	lean	0	0.07	0.06	81972	MATCH
sia_csmith_014.c	oracle	0	0.05	0.05	50968	MATCH
sia_csmith_014.c	lean	0	0.10	0.10	82540	MATCH
sia_csmith_015.c	oracle	0	0.04	0.03	48048	MATCH
sia_csmith_015.c	lean	0	0.06	0.05	82840	MATCH
sia_csmith_016.c	oracle	0	3.26	3.26	173932	MATCH
sia_csmith_016.c	lean	0	9.35	9.34	184024	MATCH
sia_csmith_017.c	oracle	0	0.04	0.03	48004	MATCH
sia_csmith_017.c	lean	0	0.07	0.06	82248	MATCH
sia_csmith_018.c	oracle	0	0.10	0.09	50460	MATCH
sia_csmith_018.c	lean	0	0.22	0.21	84340	MATCH
sia_csmith_019.c	oracle	0	0.06	0.06	49272	MATCH
sia_csmith_019.c	lean	0	0.13	0.12	83312	MATCH
sia_csmith_020.c	oracle	0	0.04	0.04	48408	MATCH
sia_csmith_020.c	lean	0	0.07	0.06	81996	MATCH
sia_csmith_021.c	oracle	0	0.14	0.13	55840	MATCH
sia_csmith_021.c	lean	0	0.31	0.31	90568	MATCH
sia_csmith_022.c	oracle	0	0.05	0.04	49600	MATCH
sia_csmith_022.c	lean	0	0.09	0.09	82320	MATCH
sia_csmith_023.c	oracle	0	0.04	0.04	48468	MATCH
sia_csmith_023.c	lean	0	0.07	0.07	82984	MATCH
sia_csmith_024.c	oracle	0	0.05	0.04	48720	MATCH
sia_csmith_024.c	lean	0	0.08	0.07	82132	MATCH
sia_csmith_025.c	oracle	0	0.04	0.04	48844	MATCH
sia_csmith_025.c	lean	0	0.07	0.06	82548	MATCH
sia_csmith_026.c	oracle	0	0.05	0.04	48668	MATCH
sia_csmith_026.c	lean	0	0.06	0.06	82936	MATCH
sia_csmith_027.c	oracle	0	0.04	0.04	48824	MATCH
sia_csmith_027.c	lean	0	0.07	0.07	82936	MATCH
sia_csmith_028.c	oracle	0	0.07	0.06	49944	MATCH
sia_csmith_028.c	lean	0	0.13	0.13	83864	MATCH
sia_csmith_029.c	oracle	0	0.04	0.03	48736	MATCH
sia_csmith_029.c	lean	0	0.07	0.06	82436	MATCH
sia_csmith_030.c	oracle	0	0.22	0.21	56752	MATCH
sia_csmith_030.c	lean	0	0.55	0.55	84040	MATCH
sia_csmith_031.c	oracle	124	15.04	15.03	676992	CERB_SKIP
sia_csmith_031.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_032.c	oracle	124	15.01	15.00	140052	CERB_SKIP
sia_csmith_032.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_033.c	oracle	0	0.07	0.06	48924	MATCH
sia_csmith_033.c	lean	0	0.13	0.12	82408	MATCH
sia_csmith_034.c	oracle	0	0.05	0.04	49136	MATCH
sia_csmith_034.c	lean	0	0.09	0.08	82800	MATCH
sia_csmith_035.c	oracle	0	0.08	0.07	59876	MATCH
sia_csmith_035.c	lean	0	0.17	0.17	100824	MATCH
sia_csmith_036.c	oracle	0	0.06	0.05	49076	MATCH
sia_csmith_036.c	lean	0	0.11	0.10	83164	MATCH
sia_csmith_037.c	oracle	124	15.04	15.03	632068	CERB_SKIP
sia_csmith_037.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_038.c	oracle	0	0.05	0.03	48616	MATCH
sia_csmith_038.c	lean	0	0.07	0.07	81944	MATCH
sia_csmith_039.c	oracle	0	0.04	0.03	48372	MATCH
sia_csmith_039.c	lean	0	0.07	0.06	82100	MATCH
sia_csmith_040.c	oracle	0	0.05	0.04	50692	MATCH
sia_csmith_040.c	lean	0	0.08	0.08	86156	MATCH
sia_csmith_041.c	oracle	0	4.10	4.09	209324	MATCH
sia_csmith_041.c	lean	0	11.41	11.40	227396	MATCH
sia_csmith_042.c	oracle	0	0.04	0.03	48336	MATCH
sia_csmith_042.c	lean	0	0.06	0.06	82500	MATCH
sia_csmith_043.c	oracle	0	0.09	0.08	49764	MATCH
sia_csmith_043.c	lean	0	0.20	0.19	84544	MATCH
sia_csmith_044.c	oracle	0	0.06	0.06	52496	MATCH
sia_csmith_044.c	lean	0	0.11	0.11	88884	MATCH
sia_csmith_045.c	oracle	0	0.04	0.04	47592	MATCH
sia_csmith_045.c	lean	0	0.07	0.06	82484	MATCH
sia_csmith_046.c	oracle	0	0.04	0.04	48328	MATCH
sia_csmith_046.c	lean	0	0.07	0.06	83220	MATCH
sia_csmith_047.c	oracle	124	15.03	15.03	573500	CERB_SKIP
sia_csmith_047.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_048.c	oracle	0	0.05	0.04	49112	MATCH
sia_csmith_048.c	lean	0	0.07	0.07	84376	MATCH
sia_csmith_049.c	oracle	0	0.04	0.04	47840	MATCH
sia_csmith_049.c	lean	0	0.07	0.06	82560	MATCH
sia_csmith_050.c	oracle	0	0.04	0.03	48560	MATCH
sia_csmith_050.c	lean	0	0.07	0.07	81848	MATCH
sia_csmith_051.c	oracle	0	0.04	0.04	48636	MATCH
sia_csmith_051.c	lean	0	0.08	0.07	82464	MATCH
sia_csmith_052.c	oracle	0	0.05	0.04	49536	MATCH
sia_csmith_052.c	lean	0	0.08	0.07	83532	MATCH
sia_csmith_053.c	oracle	0	0.04	0.03	48700	MATCH
sia_csmith_053.c	lean	0	0.07	0.07	81928	MATCH
sia_csmith_054.c	oracle	0	0.04	0.04	48612	MATCH
sia_csmith_054.c	lean	0	0.07	0.06	81984	MATCH
sia_csmith_055.c	oracle	124	15.03	15.02	509256	CERB_SKIP
sia_csmith_055.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_056.c	oracle	0	0.05	0.04	49412	MATCH
sia_csmith_056.c	lean	0	0.09	0.09	84076	MATCH
sia_csmith_057.c	oracle	0	0.05	0.04	48080	MATCH
sia_csmith_057.c	lean	0	0.07	0.06	81836	MATCH
sia_csmith_058.c	oracle	0	0.04	0.03	48296	MATCH
sia_csmith_058.c	lean	0	0.07	0.07	82160	MATCH
sia_csmith_059.c	oracle	0	0.06	0.05	48512	MATCH
sia_csmith_059.c	lean	0	0.12	0.11	82628	MATCH
sia_csmith_060.c	oracle	0	0.04	0.04	48868	MATCH
sia_csmith_060.c	lean	0	0.08	0.07	82268	MATCH
sia_csmith_061.c	oracle	0	0.06	0.05	51108	MATCH
sia_csmith_061.c	lean	0	0.11	0.10	86424	MATCH
sia_csmith_062.c	oracle	0	0.06	0.06	50868	MATCH
sia_csmith_062.c	lean	0	0.13	0.12	87216	MATCH
sia_csmith_063.c	oracle	0	0.04	0.04	48224	MATCH
sia_csmith_063.c	lean	0	0.07	0.07	82704	MATCH
sia_csmith_064.c	oracle	0	0.05	0.05	49312	MATCH
sia_csmith_064.c	lean	0	0.09	0.08	83404	MATCH
sia_csmith_065.c	oracle	0	0.04	0.04	48728	MATCH
sia_csmith_065.c	lean	0	0.07	0.07	80912	MATCH
sia_csmith_066.c	oracle	0	0.04	0.04	48352	MATCH
sia_csmith_066.c	lean	0	0.07	0.07	82740	MATCH
sia_csmith_067.c	oracle	0	0.07	0.07	51564	MATCH
sia_csmith_067.c	lean	0	0.16	0.16	86452	MATCH
sia_csmith_068.c	oracle	0	0.05	0.04	48112	MATCH
sia_csmith_068.c	lean	0	0.08	0.07	82908	MATCH
sia_csmith_069.c	oracle	0	0.05	0.04	48152	MATCH
sia_csmith_069.c	lean	0	0.09	0.08	82268	MATCH
sia_csmith_070.c	oracle	0	0.04	0.04	48140	MATCH
sia_csmith_070.c	lean	0	0.07	0.07	82376	MATCH
sia_csmith_071.c	oracle	0	0.13	0.13	52696	MATCH
sia_csmith_071.c	lean	0	0.35	0.34	84052	MATCH
sia_csmith_072.c	oracle	0	10.34	10.34	434344	TIMEOUT
sia_csmith_072.c	lean	124	15.00	14.99	271072	TIMEOUT
sia_csmith_073.c	oracle	0	0.48	0.48	70756	MATCH
sia_csmith_073.c	lean	0	1.28	1.28	97292	MATCH
sia_csmith_074.c	oracle	124	15.03	15.02	566568	CERB_SKIP
sia_csmith_074.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_075.c	oracle	0	0.04	0.04	48268	MATCH
sia_csmith_075.c	lean	0	0.07	0.06	82552	MATCH
sia_csmith_076.c	oracle	0	1.09	1.08	89372	MATCH
sia_csmith_076.c	lean	0	2.95	2.95	110972	MATCH
sia_csmith_077.c	oracle	0	0.06	0.05	49816	MATCH
sia_csmith_077.c	lean	0	0.12	0.12	81836	MATCH
sia_csmith_078.c	oracle	0	0.37	0.37	66176	MATCH
sia_csmith_078.c	lean	0	0.95	0.94	96116	MATCH
sia_csmith_079.c	oracle	124	15.04	15.03	619208	CERB_SKIP
sia_csmith_079.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_080.c	oracle	0	0.05	0.04	47844	MATCH
sia_csmith_080.c	lean	0	0.08	0.08	82056	MATCH
sia_csmith_081.c	oracle	0	0.08	0.07	55540	MATCH
sia_csmith_081.c	lean	0	0.17	0.17	93304	MATCH
sia_csmith_082.c	oracle	0	0.05	0.05	49220	MATCH
sia_csmith_082.c	lean	0	0.10	0.09	82056	MATCH
sia_csmith_083.c	oracle	0	0.05	0.05	49480	MATCH
sia_csmith_083.c	lean	0	0.08	0.07	82788	MATCH
sia_csmith_084.c	oracle	0	0.04	0.04	48872	MATCH
sia_csmith_084.c	lean	0	0.07	0.07	82052	MATCH
sia_csmith_085.c	oracle	0	0.04	0.03	48496	MATCH
sia_csmith_085.c	lean	0	0.07	0.06	82712	MATCH
sia_csmith_086.c	oracle	0	0.09	0.09	51656	MATCH
sia_csmith_086.c	lean	0	0.21	0.21	81272	MATCH
sia_csmith_087.c	oracle	0	0.05	0.04	47580	MATCH
sia_csmith_087.c	lean	0	0.07	0.06	82456	MATCH
sia_csmith_088.c	oracle	0	1.43	1.43	111312	MATCH
sia_csmith_088.c	lean	0	3.83	3.82	133900	MATCH
