input	engine	exit	wall_s	cpu_s	maxrss_kb	status
sia_csmith_011.c	oracle	0	0.04	0.04	48224	MATCH
sia_csmith_011.c	lean	0	0.07	0.06	82520	MATCH
sia_csmith_012.c	oracle	0	0.04	0.03	48812	MATCH
sia_csmith_012.c	lean	0	0.06	0.05	81212	MATCH
sia_csmith_013.c	oracle	0	0.04	0.04	49092	MATCH
sia_csmith_013.c	lean	0	0.07	0.06	82440	MATCH
sia_csmith_014.c	oracle	0	0.05	0.05	50496	MATCH
sia_csmith_014.c	lean	0	0.10	0.09	84264	MATCH
sia_csmith_015.c	oracle	0	0.04	0.04	48964	MATCH
sia_csmith_015.c	lean	0	0.07	0.06	82776	MATCH
sia_csmith_016.c	oracle	0	3.09	3.09	173444	MATCH
sia_csmith_016.c	lean	0	8.92	8.91	182612	MATCH
sia_csmith_017.c	oracle	0	0.04	0.04	48540	MATCH
sia_csmith_017.c	lean	0	0.06	0.06	82684	MATCH
sia_csmith_018.c	oracle	0	0.09	0.09	51820	MATCH
sia_csmith_018.c	lean	0	0.21	0.20	81660	MATCH
sia_csmith_019.c	oracle	0	0.06	0.06	48940	MATCH
sia_csmith_019.c	lean	0	0.12	0.11	81492	MATCH
sia_csmith_020.c	oracle	0	0.04	0.04	48368	MATCH
sia_csmith_020.c	lean	0	0.06	0.06	81336	MATCH
sia_csmith_021.c	oracle	0	0.13	0.13	56924	MATCH
sia_csmith_021.c	lean	0	0.31	0.30	89776	MATCH
sia_csmith_022.c	oracle	0	0.05	0.04	49160	MATCH
sia_csmith_022.c	lean	0	0.09	0.08	81476	MATCH
sia_csmith_023.c	oracle	0	0.04	0.04	48912	MATCH
sia_csmith_023.c	lean	0	0.07	0.06	81584	MATCH
sia_csmith_024.c	oracle	0	0.04	0.04	48940	MATCH
sia_csmith_024.c	lean	0	0.07	0.06	81712	MATCH
sia_csmith_025.c	oracle	0	0.04	0.04	48280	MATCH
sia_csmith_025.c	lean	0	0.07	0.07	81624	MATCH
sia_csmith_026.c	oracle	0	0.04	0.04	49188	MATCH
sia_csmith_026.c	lean	0	0.07	0.07	81148	MATCH
sia_csmith_027.c	oracle	0	0.04	0.04	48832	MATCH
sia_csmith_027.c	lean	0	0.07	0.06	82688	MATCH
sia_csmith_028.c	oracle	0	0.07	0.06	49556	MATCH
sia_csmith_028.c	lean	0	0.12	0.11	84036	MATCH
sia_csmith_029.c	oracle	0	0.04	0.04	48640	MATCH
sia_csmith_029.c	lean	0	0.07	0.06	81428	MATCH
sia_csmith_030.c	oracle	0	0.22	0.21	56268	MATCH
sia_csmith_030.c	lean	0	0.52	0.51	82700	MATCH
sia_csmith_031.c	oracle	124	15.06	15.05	730484	CERB_SKIP
sia_csmith_031.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_032.c	oracle	124	15.01	15.00	140500	CERB_SKIP
sia_csmith_032.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_033.c	oracle	0	0.06	0.05	48696	MATCH
sia_csmith_033.c	lean	0	0.12	0.11	81384	MATCH
sia_csmith_034.c	oracle	0	0.05	0.04	49068	MATCH
sia_csmith_034.c	lean	0	0.08	0.07	82080	MATCH
sia_csmith_035.c	oracle	0	0.07	0.07	61108	MATCH
sia_csmith_035.c	lean	0	0.14	0.14	99968	MATCH
sia_csmith_036.c	oracle	0	0.06	0.05	49336	MATCH
sia_csmith_036.c	lean	0	0.10	0.09	80972	MATCH
sia_csmith_037.c	oracle	124	15.04	15.04	678956	CERB_SKIP
sia_csmith_037.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_038.c	oracle	0	0.04	0.04	48880	MATCH
sia_csmith_038.c	lean	0	0.06	0.06	82648	MATCH
sia_csmith_039.c	oracle	0	0.04	0.03	49120	MATCH
sia_csmith_039.c	lean	0	0.07	0.07	82420	MATCH
sia_csmith_040.c	oracle	0	0.05	0.05	51248	MATCH
sia_csmith_040.c	lean	0	0.11	0.11	86032	MATCH
sia_csmith_041.c	oracle	0	3.86	3.85	209768	MATCH
sia_csmith_041.c	lean	0	10.68	10.67	225748	MATCH
sia_csmith_042.c	oracle	0	0.04	0.04	48616	MATCH
sia_csmith_042.c	lean	0	0.07	0.06	82288	MATCH
sia_csmith_043.c	oracle	0	0.08	0.08	50708	MATCH
sia_csmith_043.c	lean	0	0.19	0.18	84668	MATCH
sia_csmith_044.c	oracle	0	0.06	0.05	52284	MATCH
sia_csmith_044.c	lean	0	0.11	0.10	87348	MATCH
sia_csmith_045.c	oracle	0	0.04	0.04	49372	MATCH
sia_csmith_045.c	lean	0	0.07	0.06	82356	MATCH
sia_csmith_046.c	oracle	0	0.04	0.04	48392	MATCH
sia_csmith_046.c	lean	0	0.07	0.06	81596	MATCH
sia_csmith_047.c	oracle	124	15.04	15.03	586660	CERB_SKIP
sia_csmith_047.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_048.c	oracle	0	0.04	0.03	49612	MATCH
sia_csmith_048.c	lean	0	0.07	0.07	84196	MATCH
sia_csmith_049.c	oracle	0	0.04	0.03	48104	MATCH
sia_csmith_049.c	lean	0	0.06	0.05	82360	MATCH
sia_csmith_050.c	oracle	0	0.05	0.04	48516	MATCH
sia_csmith_050.c	lean	0	0.07	0.06	81584	MATCH
sia_csmith_051.c	oracle	0	0.04	0.04	49276	MATCH
sia_csmith_051.c	lean	0	0.07	0.06	81072	MATCH
sia_csmith_052.c	oracle	0	0.05	0.04	50164	MATCH
sia_csmith_052.c	lean	0	0.07	0.07	84548	MATCH
sia_csmith_053.c	oracle	0	0.04	0.04	48816	MATCH
sia_csmith_053.c	lean	0	0.07	0.06	81564	MATCH
sia_csmith_054.c	oracle	0	0.04	0.04	47956	MATCH
sia_csmith_054.c	lean	0	0.06	0.06	82176	MATCH
sia_csmith_055.c	oracle	124	15.04	15.04	549364	CERB_SKIP
sia_csmith_055.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_056.c	oracle	0	0.05	0.04	49748	MATCH
sia_csmith_056.c	lean	0	0.08	0.07	83244	MATCH
sia_csmith_057.c	oracle	0	0.04	0.04	48604	MATCH
sia_csmith_057.c	lean	0	0.06	0.06	82612	MATCH
sia_csmith_058.c	oracle	0	0.04	0.03	48960	MATCH
sia_csmith_058.c	lean	0	0.06	0.06	81564	MATCH
sia_csmith_059.c	oracle	0	0.05	0.05	49460	MATCH
sia_csmith_059.c	lean	0	0.10	0.09	81208	MATCH
sia_csmith_060.c	oracle	0	0.04	0.04	48152	MATCH
sia_csmith_060.c	lean	0	0.07	0.06	81952	MATCH
sia_csmith_061.c	oracle	0	0.05	0.05	51300	MATCH
sia_csmith_061.c	lean	0	0.09	0.08	86280	MATCH
sia_csmith_062.c	oracle	0	0.06	0.06	51152	MATCH
sia_csmith_062.c	lean	0	0.12	0.11	85840	MATCH
sia_csmith_063.c	oracle	0	0.05	0.05	48956	MATCH
sia_csmith_063.c	lean	0	0.07	0.06	81856	MATCH
sia_csmith_064.c	oracle	0	0.06	0.05	50440	MATCH
sia_csmith_064.c	lean	0	0.08	0.07	82872	MATCH
sia_csmith_065.c	oracle	0	0.04	0.04	48740	MATCH
sia_csmith_065.c	lean	0	0.07	0.06	82568	MATCH
sia_csmith_066.c	oracle	0	0.04	0.04	48592	MATCH
sia_csmith_066.c	lean	0	0.07	0.06	82172	MATCH
sia_csmith_067.c	oracle	0	0.08	0.07	51864	MATCH
sia_csmith_067.c	lean	0	0.15	0.14	85392	MATCH
sia_csmith_068.c	oracle	0	0.05	0.04	49032	MATCH
sia_csmith_068.c	lean	0	0.07	0.06	82356	MATCH
sia_csmith_069.c	oracle	0	0.05	0.05	49156	MATCH
sia_csmith_069.c	lean	0	0.08	0.07	82424	MATCH
sia_csmith_070.c	oracle	0	0.04	0.03	48660	MATCH
sia_csmith_070.c	lean	0	0.07	0.06	81436	MATCH
sia_csmith_071.c	oracle	0	0.13	0.13	52700	MATCH
sia_csmith_071.c	lean	0	0.31	0.31	82428	MATCH
sia_csmith_072.c	oracle	0	9.44	9.44	435688	TIMEOUT
sia_csmith_072.c	lean	124	15.00	15.00	291296	TIMEOUT
sia_csmith_073.c	oracle	0	0.44	0.44	70188	MATCH
sia_csmith_073.c	lean	0	1.16	1.15	96552	MATCH
sia_csmith_074.c	oracle	124	15.04	15.04	597676	CERB_SKIP
sia_csmith_074.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_075.c	oracle	0	0.04	0.03	48312	MATCH
sia_csmith_075.c	lean	0	0.06	0.05	80692	MATCH
sia_csmith_076.c	oracle	0	1.05	1.04	89068	MATCH
sia_csmith_076.c	lean	0	2.76	2.76	111796	MATCH
sia_csmith_077.c	oracle	0	0.06	0.05	49180	MATCH
sia_csmith_077.c	lean	0	0.11	0.10	80656	MATCH
sia_csmith_078.c	oracle	0	0.35	0.34	66828	MATCH
sia_csmith_078.c	lean	0	0.87	0.87	94628	MATCH
sia_csmith_079.c	oracle	124	15.05	15.04	651876	CERB_SKIP
sia_csmith_079.c	lean	NA	NA	NA	NA	CERB_SKIP
sia_csmith_080.c	oracle	0	0.04	0.04	49016	MATCH
sia_csmith_080.c	lean	0	0.07	0.06	81580	MATCH
sia_csmith_081.c	oracle	0	0.07	0.07	55276	MATCH
sia_csmith_081.c	lean	0	0.14	0.14	92168	MATCH
sia_csmith_082.c	oracle	0	0.06	0.05	49428	MATCH
sia_csmith_082.c	lean	0	0.10	0.09	81568	MATCH
sia_csmith_083.c	oracle	0	0.05	0.04	50168	MATCH
sia_csmith_083.c	lean	0	0.07	0.06	84480	MATCH
sia_csmith_084.c	oracle	0	0.04	0.03	48548	MATCH
sia_csmith_084.c	lean	0	0.06	0.05	81584	MATCH
sia_csmith_085.c	oracle	0	0.04	0.04	48364	MATCH
sia_csmith_085.c	lean	0	0.07	0.06	80760	MATCH
sia_csmith_086.c	oracle	0	0.09	0.09	52140	MATCH
sia_csmith_086.c	lean	0	0.21	0.20	80632	MATCH
sia_csmith_087.c	oracle	0	0.04	0.03	49280	MATCH
sia_csmith_087.c	lean	0	0.06	0.06	81920	MATCH
sia_csmith_088.c	oracle	0	1.38	1.38	111504	MATCH
sia_csmith_088.c	lean	0	3.63	3.63	134424	MATCH
