input	engine	exit	wall_s	cpu_s	maxrss_kb	status
sa_csmith_15.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_150.c	oracle	0	0.04	0.03	49708	MATCH
sa_csmith_150.c	lean	0	0.06	0.05	83568	MATCH
sa_csmith_151.c	oracle	124	15.02	15.01	306732	CERB_SKIP
sa_csmith_151.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_152.c	oracle	124	15.03	15.02	460172	CERB_SKIP
sa_csmith_152.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_153.c	oracle	0	0.04	0.03	49724	MATCH
sa_csmith_153.c	lean	0	0.06	0.06	81580	MATCH
sa_csmith_154.c	oracle	0	0.04	0.04	49668	MATCH
sa_csmith_154.c	lean	0	0.06	0.05	83416	MATCH
sa_csmith_155.c	oracle	124	15.04	15.03	643312	CERB_SKIP
sa_csmith_155.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_156.c	oracle	124	15.04	15.03	626692	CERB_SKIP
sa_csmith_156.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_157.c	oracle	124	15.04	15.03	616392	CERB_SKIP
sa_csmith_157.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_158.c	oracle	124	15.03	15.03	511000	CERB_SKIP
sa_csmith_158.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_159.c	oracle	0	0.04	0.03	49756	MATCH
sa_csmith_159.c	lean	0	0.06	0.05	83796	MATCH
sa_csmith_16.c	oracle	124	15.04	15.03	645200	CERB_SKIP
sa_csmith_16.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_160.c	oracle	0	0.04	0.03	49616	MATCH
sa_csmith_160.c	lean	0	0.07	0.06	83828	MATCH
sa_csmith_161.c	oracle	124	15.05	15.03	653716	CERB_SKIP
sa_csmith_161.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_162.c	oracle	0	1.46	1.45	103108	MATCH
sa_csmith_162.c	lean	0	3.89	3.88	121828	MATCH
sa_csmith_163.c	oracle	124	15.04	15.03	652296	CERB_SKIP
sa_csmith_163.c	lean	NA	NA	NA	NA	CERB_SKIP
sa_csmith_164.c	oracle	0	0.04	0.03	49812	MATCH
sa_csmith_164.c	lean	0	0.06	0.06	84400	MATCH
